"compound_id"	"compound_name"	"equivalent_structures"	"primary_moa"	"moas"	"primary_target_gene_symbol"	"phase"	"rdkit_smiles"	"CAS"	"nsc"	"prefix"	"name"	"pubchem_id"	"testing_status"	"failure_reason"	"confidential_flag"	"mechanism"	"synonym"	"smiles"	"cas.y"	"found"	"duplicated"
"30f3232ca1dc4b4be99360d8e42237da"	"BRUCEANTIN"	"[MLS002703020, NCGC00378324]"	"Myc Expression Inhibitor;apoptosis Inducers"	"[Myc Expression Inhibitor;apoptosis Inducers, Apoptosis Activator, Myc Proto-oncogene Protein Expression Inhibitor]"	"MYC"	"[Phase II, Unknown]"	"[COC(=O)C12OCC34C(CC5C(C)=C(O)C(=O)CC5(C)C3C(O)C1O)OC(=O)C(OC(=O)/C=C(\C)C(C)C)C24, COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)/C=C(\C)C(C)C)C(=O)O[C@@H]3C[C@H]1C(C)=C(O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O]"	"41451-75-6"	"165563"	"S"	"bruceantin"	"439752"	""	"0"	"0"	""	"nsc 165563||picras-3-en-21-oic acid, 15-[(3,4-dimethyl-1-oxo-2-pente...||bruceantin||2h-3,11c-(epoxymethano)phenanthro[10,1-bc]pyran, picras-..."	"COC(=O)[C@@]12OC[C@@]34[C@@H](C[C@H]5C(=C(O)C(=O)C[C@]5(C)[C@H]3[C@@H](O)[C@@H]1O)C)OC(=O)[C@H](OC(=O)\C=C(/C)\C(C)C)[C@@H]24"	"41451756"	"cas"	"FALSE"
"30f9cbd5e048ae7efd8fdb715f17bcb9"	"SB-202190"	"[NCGC00260858, NCGC00025089, NCGC00015962, MLS002153419]"	"P38 Mapk Inhibitor"	"[P38 Mapk Inhibitor, Sapk1 (jnk) Inhibitor, Mitogen-activated Protein Kinase P38 Inhibitor, Interleukin 1 Inhibitor, Il-1 Inhibitor Sap/jun Kinase Inhibitor]"	"MAPK14"	"[Preclinical, Unknown]"	"[Oc1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1, Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1]"	"152121-30-7"	"789969"	"S"	""	"-1"	"Clinical trial"	"0"	"0"	"PK:MAPK14"	"sb-202190||sb202190||cs-0141"	"Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4"	"152121307"	"cas"	"FALSE"
"310a542da605aac01cd3110d790f6b33"	"Docetaxel"	"[NCGC00181306, NCGC00387828, NCGC00386132, NCGC00388524, MLS000069455, NCGC00018144, NCGC00024091, NCGC00242509, NCGC00390533, MLS000759480]"	"Tubulin Depolymerization Inhibitor"	"[Tubulin Depolymerization Inhibitor, Microtubule-stabilizing Agents, Cytochrome P450 Family 3 Subfamily A Member 4 Inhibitor]"	"TUBB"	"[Unknown, Approved]"	"[CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)C12)C3(C)C, CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)C(O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C, CC(=O)O[C@@]12CO[C@@H]1C[C@@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C, CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C, CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@@H](O)[C@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C, CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C, CC(=O)O[C@@]12COC1CC(O)[C@]1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)(C(OC(=O)c4ccccc4)[C@@H]21)C3(C)C, CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C, CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C.O.O.O, CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C, CC(=O)O[C@@]12COC1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C]"	"114977-28-5"	"628503"	"S"	"Docetaxel"	"-1"	"FDA approved"	"0"	"0"	"Tu|Tu-stab"	"taxotere||docetaxel||benzenepropanoic acid, .beta.-[[(1,1-dimethylethoxy)carb...||taxotere (aventis)||d-1000||ANX-514||EmDOC||RP-56976||SDP-014||SYP-0704A||XRP-6976L||docetaxel (usan)"	"CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C"	"114977285"	"cas"	"FALSE"
"318a00ad81b2c708432918aaef2e3890"	"STREPTOZOCIN"	"[NCGC00389710, NCGC00016738, NCGC00178500, NCGC00256594, NCGC00381712, NCGC00259408, NCGC00025235, NCGC00094786, MLS004774123]"	"Dna Alkylating Agent"	"[Dna Alkylating Agent, Dna Alkylating Drugs]"	"H2AFX"	"[Unknown, Approved]"	"[CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O, CN(N=O)C(=O)N[C@H]1C(O)OC(CO)[C@@H](O)[C@@H]1O, CN(N=O)C(=O)N[C@@H]1[C@@H](O)O[C@@H](CO)[C@@H](O)[C@@H]1O, CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O, CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O, CN(N=O)C(=O)N[C@H]1C(O)C(O)C(CO)O[C@@H]1O]"	"18883-66-4"	"85998"	"S"	"Streptozocin"	"-1"	"FDA approved"	"0"	"0"	"A7"	"streptozocin(usan)||u-9889||streptozotocin, pure||d-glucopyranose, 2-deoxy-2-[[(methylnitrosoamino)carbony...||2-deoxy-2-(3-methyl-3-nitrosoureido)-.alpha.(and.beta.)-...||2-deoxy-2-(3-methyl-3-nitrosoureido)-d-glucopyranose||streptozotocin (van)||u 9889||streptozocin||d-glucose, 2-deoxy-2-(3-methyl-3-nitrosoureido)-||glucopyranose, 2-deoxy-2-(3-methyl-3-nitrosoureido)-, d-...||streptozoticin||d-glucose, 2-deoxy-2-[[(methylnitrosoamino)carbonyl]amin...||stz||nsc 85998||zanosar"	"CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO"	"18883664"	"cas"	"FALSE"
"318fe15abac8f0362b01d28170252262"	"Sn-38"	"[NCGC00167831, NCGC00389291]"	"Dna Topoisomerase I Inhibitors"	"[Dna Topoisomerase I Inhibitors, Dna Topoisomerase I Inhibitor, Beta-amyloid (abeta) Production Inhibitor, Cytochrome P450 Family 1 Subfamily A Member 1 Inhibitor]"	"TOP1"	"[Unknown, Clinical, Approved]"	"[CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC, CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC]"	"86639-52-3"	"673596"	"S"	"7-Ethyl-10-hydroxycamptothecin"	"-1"	"FDA approved"	"0"	"0"	"T1"	"sn-38||7-ethyl-10-hydroxycamptothecin||avachem1025||7-ethyl-10-hydroxy-20(s)-camptothecin||1h-pyrano[3',4':6,7]indolizino[1,2-b]quinoline- 3,14(4h,...||sn 38||EHC||HCPT||SN-38; EHC; HCPT"	"CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(O)cc15)[C@@](O)(CC)C(=O)OC4"	"86639523"	"cas"	"FALSE"
"31c3be2b9c82384faf443ca64978c6c9"	"ENTOSPLETINIB"	"[NCGC00378596]"	"Syk Kinase Inhibitor"	"[Syk Kinase Inhibitor, Tyrosine-protein Kinase Syk Inhibitor]"	"SYK"	"[Phase II]"	"[c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1]"	"1229208-44-9"	"781516"	"S"	""	"-1"	"Clinical trial"	"0"	"0"	"PK:SYK"	"entospletinib||gs-9973||ct-gs9973"	"C1CN(CCO1)c2ccc(Nc3nc(cn4ccnc34)c5ccc6cn[nH]c6c5)cc2"	"1229208449"	"cas"	"FALSE"
"320e24aa75e8c2e3a82dd4ace0fde429"	"Celecoxib"	"[NCGC00261091, MLS001165684, MLS001195656, NCGC00259513, AB08001735, NCGC00254540, NCGC00091455]"	"Cyclooxygenase-2 Inhibitor"	"[Cyclooxygenase-2 Inhibitor, Prostaglandin G/h Synthase 2 Inhibitor, Carbonic Anhydrase Inhibitor]"	"PTGS2"	"[Unknown, Approved]"	"[Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1, Cc1ccc(-c2cc(C(F)(F)[18F])nn2-c2ccc(S(N)(=O)=O)cc2)cc1, [11CH3]c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1]"	"169590-42-5"	"719627"	"S"	"Celecoxib"	"-1"	"FDA approved"	"0"	"0"	"AM|PTGS2"	"sc58635||benzenesulfonamide, 4-[5-(4-methylphenyl)-3-(trifluorome...||celecoxib||ym177||celebrex||CEP-33222||SC-58635||YM-177||Celebra"	"Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F"	"169590425"	"cas"	"FALSE"
"32558c67a4912fbe502df0a5dc6750d0"	"MK-2461"	"[NCGC00346695, NCGC00389216]"	"Vegfr-1 (flt-1) Inhibitors"	"[Vegfr-1 (flt-1) Inhibitors, Fgfr 1/2/3 Inhibitor, Fgfr1 Inhibitors Fgfr2 Inhibitors Fgfr3 Inhibitors Flt3 (flk2/stk1) Inhibitors Hgfr (met; C-met) Inhibitors, Fibroblast Growth Factor Receptor 3 Inhibitor, Fibroblast Growth Factor Receptor 2 Inhibitor, Receptor-type Tyrosine-protein Kinase Flt3 Inhibitor, Vascular Endothelial Growth Factor Receptor 1 Inhibitor, Fibroblast Growth Factor Receptor 1 Inhibitor, Hepatocyte Growth Factor Receptor Inhibitor]"	"FLT1"	"[Phase II, Phase I/II, Unknown]"	"[CN(C[C@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1, CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1, CN(CC1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1]"	"917879-39-1"	"764580"	"S"	"MK-2461"	"-1"	"Clinical trial"	"0"	"0"	"PK:MET,FGFR"	"mk-2461||wa030-00||n-[(2r)-1,4-dioxan-2-yl-methyl]-n-methyl-n'-[3-(1-methyl..."	"CN(C[C@@H]1COCCO1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5"	"917879391"	"cas"	"FALSE"
"32943a043e76f69856ac45f860faa34a"	"Valproate sodium"	"[NCGC00254365, NCGC00167849, MLS001332432, NCGC00162288, NCGC00094208, NCGC00091149, NCGC00256651, MLS002153189, MLS001076682, NCGC00261574, NCGC00016192, NCGC00259512, AB07949360]"	"Gsk-3 Inhibitor"	"[Gsk-3 Inhibitor, Histone Deacetylase 1, Class I Inhibitor, Gabaergic Transmission Enhancer, Amp-activated Protein Kinase (ampk) Activator, Glycogen Synthase Kinase 3 (gsk-3) Inhibitor]"	"HDAC1"	"[Approved]"	"[CCCC(CCC)C(=O)[O-], CCCC(CCC)C(=O)O[Na], CCCC(CCC)C(=O)[O-].[Na+], CCCC(CCC)C(=O)O]"	"99-66-1"	"93819"	"S"	"ergenyl"	"399407"	""	"0"	"0"	""	"dpa (van)||valeric acid, 2-propyl- (8ci)||44089||pentanoic acid, 2-propyl- (9ci)||valproic acid||2 pp (base)||convulex||dipropylacetic acid||2-propylpentanoic acid||ergenyl||mylproin||depakine||acetic acid, dipropyl-||4-heptanecarboxylic acid||wln: qvy3 & 3||n-dipropylacetic acid||2-propylvaleric acid"	"CCCC(CCC)C(=O)O"	"99661"	"cas"	"FALSE"
"3511433caecfc3d94826d32c285fa337"	"sb-743921"	"[NCGC00346571, NCGC00389279]"	"Kinesin-like Protein Kif11 Inhibitor"	"[Kinesin-like Protein Kif11 Inhibitor, Kinesin-like Spindle Protein Inhibitor]"	"KIF11"	"[Phase I/II, Unknown]"	"[Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1, Cc1ccc(C(=O)N(CCCN)C(c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1]"	"940929-33-9"	"773261"	"S"	"GSK-921"	"-1"	"Clinical trial"	"0"	"0"	"CDH16|KIF11"	"sb-743921||205790||743921||GSK-921||SB-921"	"CC(C)C(N(CCCN)C(=O)c1ccc(C)cc1)C2=C(Cc3ccccc3)C(=O)c4ccc(Cl)cc4O2"	"940929339"	"cas"	"FALSE"
"352df2caf540cdb705677a2871606a9a"	"Pyrimethamine"	"[NCGC00023188, AB07981076, NCGC00016256, NCGC00254199, MLS001148621, NCGC00259383, MLS000028606]"	"Dihydrofolate Reductase (dhfr) Inhibitor"	"[Dihydrofolate Reductase (dhfr) Inhibitor, Dihydrofolate Reductase (dhfr) Inhibitors, Dihydrofolate Reductase Inhibitor, Pharmacological Chaperones, Protozoal Dihydrofolate Reductase Inhibitor, Signal Transducer And Activator Of Transcription 3 Inhibitor]"	"DHFR"	"[Approved]"	"[CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1]"	"58-14-0"	"757306, 3061"	"S, S"	"malacid, malacid"	"144075207, 69611"	", "	"0, 0"	"0, 0"	", "	"pyrimethamine (usan)||;pyrimethamine ||malacid||Pyrimethamine, 2,4-diamino-5-(4-chlorophenyl)-6-ethylpyrimidine||rp 4753||khloridin||maloprim||pyremethamine||daraclor||2,4-pyrimidinediamine, 5-(p-chlorophenyl)-6-ethyl-||bw 5063||malocide||pirimetamin||tindurin||erbaprelina||2,4-diamino-5-(p-chlorophenyl)-6-ethylpyrimidine||daraprim||2,4-diamino-5-chlorophenyl-6-ethylpyrimidine||5-(4-chlorophenyl)-6-ethyl-2,4-pyrimidinediamine||wln: t6n cnj bz dz er dg& f2||chloridine||darapram||primethamine||cd||nci-c01683||darachlor||diaminopyritamin||pirimecidan||ethylpyrimidine||pyrimethamine||pyrimidine, 2,4-diamino-5-(p-chlorophenyl)-6-ethyl- (8ci)||nsc-3061||4753 r.p.||daraprime||5-(4'-chlorophenyl)-2,4-diamino-6-ethylpyrimidine||bw 50-63||malocid||pyrimethamin||chloridin||malacid||2,4-pyrimidinediamine, 5-(4-chlorophenyl)-6-ethyl- (9ci)||pyrimethamine (usan)"	"CCc1nc(N)nc(N)c1c2ccc(Cl)cc2, CCc1nc(N)nc(N)c1c2ccc(Cl)cc2"	"58140, 58140"	"cas, cas"	"TRUE, TRUE"
"353d28d4c1b83c3213ff0db884ca50e2"	"Bleomycin sulfate"	"[NCGC00346501, NCGC00390483]"	"Dna Strand Break Inducer"	"[Dna Strand Break Inducer, Glycopeptide Antibiotic]"	"H2AFX"	"[Unknown, Approved]"	"[Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1.O=S(=O)([O-])O, Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1, Cc1c(N)nc([C@H](CC(N)=O)NC[C@@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@@H](C)[C@H](O)[C@@H](C)C(=O)N[C@@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)C(O[C@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1, Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1]"	"9041-93-4"	"125066"	"S"	"Bleomycin"	"-1"	"FDA approved"	"0"	"0"	"Db"	"blm||blenoxane (tn) (bristol meyers)||bleocin||bleo||bleomycin (usan 8ci 9ci)||bleomycin sulfate||bleomycin||Blenoxane"	"C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)C(OC2OC(CO)C(O)C(O)C2OC3OC(CO)C(O)C(OC(=O)N)C3O)c4c[nH]cn4)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)NCCC[S+](C)C"	"9041934"	"cas"	"FALSE"
"35f21cf11a6a564daf2ec4cd76150e66"	"Ispinesib"	"[NCGC00263174, NCGC00389672]"	"Kinesin-like Protein Kif11 Inhibitor"	"[Kinesin-like Protein Kif11 Inhibitor, Kinesin-like Spindle Protein Inhibitor]"	"KIF11"	"[Phase II, Unknown]"	"[Cc1ccc(C(=O)N(CCCN)[C@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1, CS(=O)(=O)O.Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1, Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1, Cc1ccc(C(=O)N(CCCN)C(c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1]"	"336113-53-2"	"755386"	"S"	"Ispinesib"	"-1"	"Clinical trial"	"0"	"0"	"Tu|CC|CDH16|Kinesin|PK:YK"	"ck0238273||s1452||sb-715992||ispinesib||715992||CK-0238273||N-(3-Aminopropyl)-N-[(R)-1-(3-benzyl-7-chloro-4-oxo-3,4-...||Ispinesib mesylate"	"CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3cc(Cl)ccc3C(=O)N2Cc4ccccc4"	"336113532"	"cas"	"FALSE"
"367b9bcef7eaec9b05bfc9c027333e82"	"Vorinostat"	"[NCGC00168085, MLS001065855]"	"Histone Deacetylase (hdac) 1/2/3/6 Inhibitor"	"[Histone Deacetylase (hdac) 1/2/3/6 Inhibitor, Hdac Inhibitor, Histone Deacetylase 1, Class I Inhibitor, Cytochrome P450 Cyp3a4 Inhibitor, Histone Deacetylase 6, Class Iib Inhibitor, Histone Deacetylase 2, Class I Inhibitor, Histone Deacetylase 3, Class I Inhibitor]"	"HDAC1"	"[Approved]"	"[O=C(CCCCCCC(=O)Nc1ccccc1)NO, O=C(CCCCCCC(O)=NO)Nc1ccccc1]"	"149647-78-9"	"701852, 759852"	"S, S"	"Vorinostat, Vorinostat"	"-1, -1"	"FDA approved, FDA approved"	"0, 0"	"0, 0"	"HDAC, HDAC"	"vorinostat ||n-hydroxy-n'-phenyl-octane-1,8-diotic acid diamide||saha||v-8477||vorinostat (usan)||suberoylanilide hydroxamic acid||ski390||zolinza (tn) (merck)||win64652||octanediamide, n-hydroxy-n'-phenyl-||MK-0683||SW-064652||Suberanilohydroxamic acid||ZOLINZA, vorinostat (usan)||;vorinostat ||MK-0683||SAHA||SW-064652||vorinostat||Suberanilohydroxamic acid||ZOLINZA"	"ONC(=O)CCCCCCC(=O)Nc1ccccc1, ONC(=O)CCCCCCC(=O)Nc1ccccc1"	"149647789, 149647789"	"cas, cas"	"TRUE, TRUE"
"3681a0435ff92088a9edb7575c5f2679"	"Cyclopamine"	"[NCGC00389803, NCGC00163474, NCGC00254431, NCGC00162458, NCGC00378988, NCGC00389911]"	"Smo Receptor Antagonist"	"[Smo Receptor Antagonist, Smoothened Receptor Antagonist]"	"SMO"	"[Preclinical, Unknown]"	"[CC1=C2CC3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C, CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1C2C, CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C, CC1=C2C[C@H]3[C@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C, CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C]"	"4449-51-8"	"734950"	"S"	"cyclopamine"	"48430637"	""	"0"	"0"	""	"spiro(9h-benzo(a)fluorene-9,2'(3'h)-furo(3,2-b)pyridin)-...||jervine, 11-deoxo- (7ci)||veratraman-3-ol, 17,23-epoxy-, (3-beta,23-beta)- (9ci)||cyclopamine"	"C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC4=C3C)[C@@H]2C"	"4449518"	"cas"	"FALSE"
"36dd4fc8149ebc61890b4bc2db58a266"	"Elesclomol (sta-4783)"	"[NCGC00183656]"	"Copper Chelator"	"[Copper Chelator, Heat Shock Protein 70 Inducer, Dna Topoisomerase Ii Alpha Inhibitor]"	"HSPA2"	"[Phase III]"	"[CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1]"	"488832-69-5"	"174939"	"S"	"Elesclomol"	"445356"	"Clinical trial"	"0"	"0"	"PK:ROS1"	"propanedioic acid, bis[2-methyl-2-(phenylthioxomethyl)hy...||elesclomol ||n-malonyl-bis (n'-methyl-n'-thiobenzoyl hydrazide)||sta-4783||elesclomol (usan)||1-n'-benzenecarbothioyl-3-(2-benzene carbothioyl-2-methy..."	"CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c2ccccc2"	"488832695"	"cas"	"FALSE"
"37251805796b92eabaea15e4c9b021d1"	"6-O-BENZYLGUANINE"	"[NCGC00260866, NCGC00093660, MLS000859930, MLS001074887, NCGC00015144]"	"O6-alkylguanine-dna Alkyltransferase (mgmt) Inhibitors"	"[O6-alkylguanine-dna Alkyltransferase (mgmt) Inhibitors, Mgmt Inhibitor, Methylated-dna--protein-cysteine Methyltransferase Inhibitor]"	"MGMT"	"[Phase III, Unknown]"	"[Nc1nc(OCc2ccccc2)c2nc[nH]c2n1, Nc1nc(OCc2ccccc2)c2[nH]cnc2n1]"	"19916-73-5"	"637037"	"S"	"O-6-Benzylguanine"	"-1"	"Clinical trial"	"0"	"0"	"DDR"	"2-amino-6-(phenylmethoxy)-9h-purine||6-o-benzylguanine||6-benzyloxyguanine||purine, 2-amino-6-(benzyloxy)- (7ci, 8ci)||2-amino-6-(benzyloxy)purine||1h-purin-2-amine, 6-(phenylmethoxy)- (9ci)||o6-benzylguanine||O6-BG||o-6-benzylguanine"	"Nc1nc(OCc2ccccc2)c3nc[nH]c3n1"	"19916735"	"cas"	"FALSE"
