Cosmic id	Analysis.Set.Name	Sanger_ID	GDSC.description_1	SLFN11
909744	SW13	1710STDY5035415	kidney	6.5624
1327774	KARPAS-231	CGP_CCL5306220	leukemia	7.6948
905946	MCF7	1710STDY5035247	breast	3.7100
1330933	KOPN-8	CGP_CCL5306222	leukemia	8.2334
949164	EW-18	1710STDY5035435	bone	9.1502
909743	SUP-T1	1710STDY5034882	leukemia	8.5749
908471	NCI-H1581	1710STDY5034644	lung_NSCLC	5.3217
906808	COR-L88	1710STDY5034660	lung_SCLC	3.8724
906763	BE-13	1710STDY5034943	leukemia	6.2173
910209	SUP-B8	1710STDY5034901	leukemia	6.3611
906833	Daoy	CGP_CCL5055112	nervous_system	8.0101
1327775	KARPAS-620	CGP_CCL5306234	myeloma	3.4114
910545	QIMR-WIL	1710STDY5034940	leukemia	6.7412
909703	RS4-11	1710STDY5034914	leukemia	8.6795
753539	CADO-ES1	CGP_CCL5391636	bone	7.0199
907311	KU812	1710STDY5034859	leukemia	7.6769
949156	ES4	1710STDY5035428	bone	9.2313
909773	TUR	1710STDY5034884	lymphoma	7.5386
1327765	JEKO-1	CGP_CCL5228676	lymphoma	7.2120
907787	LC4-1	1710STDY5034864	leukemia	8.6510
907322	L-428	1710STDY5034962	lymphoma	7.0231
905934	PC-3	1710STDY5034637	urogenital_system	5.2339
906836	DEL	1710STDY5034923	lymphoma	6.9214
909260	PF-382	CGP_CCL5103820	leukemia	7.8632
684052	A673	CGP_CCL5055342	soft_tissue	8.6645
930297	SiHa	CGP_CCL5055158	urogenital_system	2.7376
1331045	TK	CGP_CCL5306249	lymphoma	8.0531
1297446	DND-41	CGP_CCL5306154	leukemia	7.5070
909715	SIG-M5	CGP_CCL5306287	leukemia	7.1796
949093	BT-483	1710STDY5035262	breast	4.6608
924241	NCI-H250	CGP_CCL5369311	lung_SCLC	2.9215
713899	LU-135	1710STDY5034718	lung_SCLC	7.3348
687815	NCI-H2170	1710STDY5034600	lung_NSCLC	7.0610
905944	NCI-H522	1710STDY5034610	lung_NSCLC	3.3256
1330983	OCI-AML5	CGP_CCL5306153	leukemia	7.3350
753559	HCE-4	1710STDY5034830	aero_dig_tract	6.9319
906838	DG-75	1710STDY5034894	lymphoma	3.0460
688006	NCI-H1694	1710STDY5034706	lung_SCLC	7.2472
1298353	NCI-H2172	CGP_CCL5306256	lung_NSCLC	2.7606
910951	CML-T1	CGP_CCL5369342	leukemia	8.7735
910567	CHP-126	CGP_CCL5103692	neuroblastoma	8.2401
724825	NCI-H929	CGP_CCL5228709	myeloma	6.1729
1330982	NU-DUL-1	CGP_CCL5306202	lymphoma	6.5268
1240142	HARA	1710STDY5034696	lung_NSCLC	4.9363
908159	NAMALWA	CGP_CCL5228744	lymphoma	7.3568
753551	DMS-79	CGP_CCL5306313	lung_SCLC	8.0253
909252	P30-OHK	CGP_CCL5228702	leukemia	8.2591
906877	GR-ST	1710STDY5034916	leukemia	7.6963
1331036	SU-DHL-5	CGP_CCL5306306	lymphoma	7.7016
910934	A4-Fuk	1710STDY5035143	lymphoma	5.5666
909696	REH	1710STDY5034876	leukemia	7.9345
1330995	RC-K8	CGP_CCL5306157	lymphoma	3.0142
1330987	P32-ISH	1710STDY5034953	lymphoma	7.4266
1297438	COR-L303	CGP_CCL5369322	lung_SCLC	3.4512
687995	NCI-H1048	CGP_CCL5103688	lung_SCLC	7.3888
910692	COLO-668	1710STDY5034568	lung_SCLC	8.0490
909722	SKM-1	1710STDY5034878	leukemia	6.5221
713880	SBC-5	1710STDY5034631	lung_SCLC	3.1044
906801	BT-20	1710STDY5035274	breast	5.1745
1330985	OCI-M1	CGP_CCL5306180	leukemia	7.7590
908143	MN-60	1710STDY5034933	leukemia	7.5322
910781	AN3-CA	CGP_CCL5055273	urogenital_system	3.2582
684681	NCI-H1395	1710STDY5034586	lung_NSCLC	3.3386
1330983.1	OCI-AML5	CGP_CCL5306153	leukemia	7.0770
910937	COR-L279	CGP_CCL5369298	lung_SCLC	8.2462
910780	TGW	CGP_CCL5306295	neuroblastoma	3.0787
908148	MONO-MAC-6	1710STDY5034871	leukemia	7.6211
910941	CHP-134	CGP_CCL5055261	neuroblastoma	2.9156
687505	C-33-A	CGP_CCL5055162	urogenital_system	4.5141
909251	P12-ICHIKAWA	1710STDY5034899	leukemia	8.7797
1299075	VCaP	CGP_CCL5055301	urogenital_system	2.9174
905942	NCI-H23	1710STDY5034603	lung_NSCLC	5.1977
1240123	CCK-81	1710STDY5035353	large_intestine	3.2767
949163	EW-1	1710STDY5035430	bone	7.6582
1240221	TC-71	CGP_CCL5228748	bone	8.3530
753588	LU-134-A	1710STDY5034580	lung_SCLC	7.9884
908132	MHH-CALL-2	CGP_CCL5369285	leukemia	7.6204
753618	KELLY	CGP_CCL5055132	neuroblastoma	2.9371
688013	NCI-H209	1710STDY5034668	lung_SCLC	8.3664
753616	BE2-M17	CGP_CCL5055139	neuroblastoma	6.4167
687596	ChaGo-K-1	1710STDY5034567	lung_NSCLC	3.0340
684059	ES7	1710STDY5035454	bone	9.2183
907053	HEL	1710STDY5034909	leukemia	7.7157
949155	ES8	1710STDY5035455	bone	9.0437
908151	MRK-nu-1	CGP_CCL5228693	breast	2.8991
949178	NB14	CGP_CCL5055258	neuroblastoma	2.7789
1240217	SNU-398	CGP_CCL5055324	digestive_system	2.9848
687829	NCI-H661	1710STDY5034612	lung_NSCLC	5.1576
949179	NB1	CGP_CCL5391673	neuroblastoma	3.0382
1240172	MDA-MB-436	CGP_CCL5391670	breast	7.3207
949165	EW-16	1710STDY5035434	bone	8.9962
906856	EoL-1-cell	1710STDY5034926	leukemia	8.0242
1323913	NB-4	CGP_CCL5391645	leukemia	7.9656
1330991	PL-21	CGP_CCL5306151	leukemia	7.7370
908483	NCI-H524	CGP_CCL5306282	lung_SCLC	3.1352
910569	COLO-320-HSR	1710STDY5035359	large_intestine	2.5181
753624	CAPAN-1	1710STDY5035493	pancreas	7.2706
908122	MDA-MB-453	1710STDY5035252	breast	3.0741
1330941	MDA-MB-330	CGP_CCL5369287	breast	3.1367
924250	MKN7	1710STDY5035609	digestive_system	6.2056
906863	FADU	1710STDY5035548	aero_dig_tract	8.0896
909732	SK-UT-1	CGP_CCL5055339	soft_tissue	7.9905
909774	TYK-nu	CGP_CCL5369297	urogenital_system	8.0139
1331055	NCI-H740	CGP_CCL5228715	lung_SCLC	7.3584
1330993	PWR-1E	CGP_CCL5369307	urogenital_system	6.1509
905964	RPMI-8226	1710STDY5034942	myeloma	2.8157
907314	KP-N-YN	CGP_CCL5228725	neuroblastoma	3.0963
907060	HOS	1710STDY5035439	bone	6.8082
1331038	SU-DHL-8	CGP_CCL5306189	lymphoma	7.9501
905935	DU-145	CGP_CCL5055302	urogenital_system	7.2586
907055	HGC-27	1710STDY5035605	digestive_system	3.1645
908440	NB69	CGP_CCL5055108	neuroblastoma	6.0370
908127	MES-SA	CGP_CCL5055284	urogenital_system	3.0727
688001	NCI-H1417	CGP_CCL5369269	lung_SCLC	7.0077
908474	NCI-H1703	1710STDY5034593	lung_NSCLC	6.2702
749714	HCC1937	1710STDY5035244	breast	3.0535
1330948	MOLM-16	CGP_CCL5468637	leukemia	6.6937
683665	MC-CAR	CGP_CCL5210536	myeloma	6.1257
906875	GOTO	1710STDY5035390	neuroblastoma	3.0767
910566	CMK	1710STDY5034891	leukemia	7.0066
909731	SK-PN-DW	1710STDY5035447	bone	7.6459
688022	NCI-H378	1710STDY5034723	lung_SCLC	3.6248
907056	HH	CGP_CCL5103727	leukemia	2.9077
753599	NCI-H1304	CGP_CCL5103697	lung_SCLC	6.4294
907277	KE-37	1710STDY5034951	leukemia	8.1549
1327766	JJN-3	CGP_CCL5306231	myeloma	3.1106
906824	Ca-Ski	CGP_CCL5055155	urogenital_system	6.7029
907269	JVM-2	1710STDY5034930	lymphoma	5.7022
1327769	JSC-1	CGP_CCL5306213	lymphoma	7.4199
910544	RPMI-8866	1710STDY5034893	leukemia	3.2518
907273	KARPAS-299	CGP_CCL5103846	lymphoma	2.9129
907073	HUTU-80	CGP_CCL5103730	digestive_system	2.6401
906827	CAL-72	1710STDY5035453	bone	6.3448
753548	CTV-1	1710STDY5034892	leukemia	8.0910
910935	A3-KAW	CGP_CCL5103735	lymphoma	5.8095
753620	SIMA	CGP_CCL5306260	neuroblastoma	3.1617
753565	IST-SL2	1710STDY5034574	lung_SCLC	7.5895
1299062	SW1271	CGP_CCL5306238	lung_SCLC	6.7988
687985	DMS-273	CGP_CCL5306161	lung_SCLC	4.8659
687568	GB-1	1710STDY5035119	nervous_system	7.9869
907791	LP-1	CGP_CCL5369306	myeloma	2.9074
753612	SK-MM-2	1710STDY5034875	myeloma	7.4245
906848	ECC10	1710STDY5035610	digestive_system	3.0683
906797	647-V	CGP_CCL5055203	urogenital_system	8.3986
688026	NCI-H64	1710STDY5034611	lung_SCLC	3.3318
687804	NCI-H1770	1710STDY5034687	lung_NSCLC	2.9713
910691	COLO-684	CGP_CCL5055279	urogenital_system	3.3848
910947	OCI-AML2	1710STDY5034856	leukemia	8.3232
1240145	HCC-44	1710STDY5034697	lung_NSCLC	3.1311
1659819	OCI-LY7	CGP_CCL5468629	lymphoma	3.4419
909777	U-698-M	1710STDY5034885	leukemia	3.0642
908126	MEG-01	1710STDY5034852	leukemia	3.0951
687997	NCI-H1092	1710STDY5034670	lung_SCLC	7.4595
998184	Jurkat	CGP_CCL5391646	leukemia	7.2217
907059	HN	1710STDY5035549	aero_dig_tract	6.1984
907789	LOUCY	1710STDY5034865	leukemia	3.2324
735784	TE-5	1710STDY5034837	aero_dig_tract	7.7443
907170	IMR-5	CGP_CCL5055262	neuroblastoma	2.7875
1322212	COR-L32	CGP_CCL5306292	lung_SCLC	7.4895
910944	ALL-PO	1710STDY5034918	leukemia	8.3522
907274	KARPAS-422	1710STDY5034887	lymphoma	3.0382
907300	KY821	1710STDY5034860	leukemia	8.2674
906851	EFM-19	1710STDY5035241	breast	2.6520
908468	NCI-H1105	1710STDY5034702	lung_SCLC	7.3284
687780	COR-L23	1710STDY5034642	lung_NSCLC	4.8024
949173	NB6	CGP_CCL5055264	neuroblastoma	2.9665
925338	MDA-MB-157	1710STDY5035249	breast	3.1928
1290905	HCC1428	1710STDY5035272	breast	2.9968
908150	MPP-89	1710STDY5034563	lung	7.0336
1290455	OCI-AML3	1710STDY5034910	leukemia	6.6712
1240209	RERF-GC-1B	1710STDY5035600	digestive_system	6.8150
1480371	OVK-18	CGP_CCL5306221	urogenital_system	2.8154
909257	OC-314	1710STDY5035314	urogenital_system	8.6585
907272	KARPAS-45	1710STDY5034888	leukemia	4.1658
1330950	MOLP-8	CGP_CCL5369277	myeloma	6.1619
753547	CPC-N	1710STDY5034571	lung_SCLC	2.9734
909780	VM-CUB-1	CGP_CCL5055212	urogenital_system	6.8109
905979	SN12C	1710STDY5035402	kidney	6.9296
1240189	NCI-H211	1710STDY5034621	lung_SCLC	3.1474
910705	BALL-1	1710STDY5034889	leukemia	7.4917
688007	NCI-H187	CGP_CCL5228735	lung_SCLC	6.6954
713878	LU-139	1710STDY5034666	lung_SCLC	2.8701
909976	KM-H2	CGP_CCL5103819	lymphoma	3.2582
908458	NCI-H716	1710STDY5035362	large_intestine	2.9069
1240162	JHU-022	1710STDY5035536	aero_dig_tract	7.9286
908451	NOMO-1	1710STDY5034939	leukemia	8.3164
925346	PANC-03-27	1710STDY5035492	pancreas	6.4607
909700	RPMI-2650	1710STDY5035550	aero_dig_tract	3.4034
910933	AM-38	1710STDY5035128	nervous_system	8.1000
687514	ME-180	CGP_CCL5055156	urogenital_system	6.9314
930298	SKG-IIIa	CGP_CCL5055161	urogenital_system	6.1290
688086	SK-N-DZ	CGP_CCL5055141	neuroblastoma	3.0214
724838	UM-UC-3	CGP_CCL5055210	urogenital_system	7.6662
722045	NCI-H2030	1710STDY5034598	lung_NSCLC	3.2338
753594	MS-1	1710STDY5034661	lung_SCLC	2.8188
908136	MHH-PREB-1	1710STDY5034867	leukemia	2.8754
908141	ML-2	1710STDY5034868	leukemia	7.9763
910899	NCI-H146	1710STDY5034588	lung_SCLC	3.7083
924110	HDLM-2	1710STDY5034895	lymphoma	5.9672
949160	EW-7	1710STDY5035438	bone	8.4561
749711	HCC1187	1710STDY5035258	breast	4.9212
906804	A2780	1710STDY5035292	urogenital_system	2.7624
906812	COLO-824	1710STDY5035268	breast	2.9465
924244	NCI-H1975	1710STDY5034596	lung_NSCLC	2.9460
907281	KMS-12-BM	CGP_CCL5306247	myeloma	3.5587
1330947	MOLM-13	CGP_CCL5306219	leukemia	7.5877
910784	A204	CGP_CCL5055337	soft_tissue	2.9846
753615	U-266	1710STDY5034853	myeloma	3.2577
949088	CTB-1	1710STDY5034896	lymphoma	6.5566
724878	SW1573	CGP_CCL5228688	lung_NSCLC	6.8068
907788	LNCaP-Clone-FGC	CGP_CCL5228737	urogenital_system	3.1249
1240166	KYM-1	CGP_CCL5055345	soft_tissue	6.5468
1240187	NCI-H2023	1710STDY5034622	lung_NSCLC	7.8117
688027	NCI-H69	1710STDY5034664	lung_SCLC	2.8998
1298215	KON	1710STDY5035540	aero_dig_tract	4.9166
910931	RERF-LC-MS	1710STDY5034634	lung_NSCLC	7.2707
907799	MC116	1710STDY5034866	lymphoma	5.5627
908467	NCI-H1155	1710STDY5034680	lung_NSCLC	7.3793
687798	NCI-H1623	1710STDY5034639	lung_NSCLC	7.8862
907796	LU-99A	1710STDY5034582	lung_NSCLC	6.8386
1331039	SUP-HD1	CGP_CCL5306303	lymphoma	6.9277
949176	NB5	CGP_CCL5055259	neuroblastoma	2.8762
1503361	FLO-1	CGP_CCL5228698	aero_dig_tract	2.9859
1240127	EN	CGP_CCL5055276	urogenital_system	2.6732
1659818	MM1S	CGP_CCL5391637	myeloma	7.4681
909708	SAS	1710STDY5035528	aero_dig_tract	6.8870
753610	SBC-3	CGP_CCL5306210	lung_SCLC	3.0727
910706	BL-41	CGP_CCL5369293	lymphoma	5.3515
724870	MIA-PaCa-2	1710STDY5035480	pancreas	3.3484
907319	KYSE-270	1710STDY5034829	aero_dig_tract	7.3791
949175	NB17	CGP_CCL5055266	neuroblastoma	2.8113
924106	CAL-148	1710STDY5035238	breast	3.7389
1479987	DOV13	CGP_CCL5306204	urogenital_system	7.4756
1480358	JHOS-3	CGP_CCL5306290	urogenital_system	3.8513
1480374	UWB1.289	CGP_CCL5306297	urogenital_system	3.4600
907050	HD-MY-Z	1710STDY5034928	lymphoma	7.2380
946359	BT-474	1710STDY5035235	breast	3.0858
1240143	HCC-15	CGP_CCL5228711	lung_NSCLC	6.1876
908147	MOLT-16	CGP_CCL5228700	leukemia	3.6479
905938	HL-60	1710STDY5034929	leukemia	8.1528
910849	NY	1710STDY5035452	bone	6.2304
925345	NOS-1	1710STDY5035443	bone	3.2160
907298	G-402	1710STDY5035401	soft_tissue	3.2323
907048	HCC70	1710STDY5035246	breast	3.1217
946353	TE-9	1710STDY5034834	aero_dig_tract	4.7964
908455	NUGC-3	1710STDY5035596	digestive_system	7.1740
907062	HSC-4	CGP_CCL5306162	aero_dig_tract	7.7596
949174	NB7	CGP_CCL5055260	neuroblastoma	2.9686
908123	MDA-MB-468	CGP_CCL5103837	breast	6.7129
910853	CHL-1	1710STDY5035144	skin	5.0778
906999	GCT	CGP_CCL5055194	soft_tissue	6.2567
909771	THP-1	1710STDY5034883	leukemia	8.0042
1298356	NCI-H2444	1710STDY5034652	lung_NSCLC	3.0391
946358	YT	1710STDY5034857	lymphoma	6.8727
907000	ESS-1	CGP_CCL5306197	urogenital_system	7.7357
724839	SW756	CGP_CCL5306294	urogenital_system	7.8914
910703	CA46	1710STDY5034904	lymphoma	2.9971
908152	MSTO-211H	1710STDY5034650	lung	7.9935
908475	NCI-H1755	1710STDY5034677	lung_NSCLC	2.6470
908463	NCI-H1793	1710STDY5034683	lung_NSCLC	7.4946
909776	U-2-OS	1710STDY5035448	bone	3.4396
905933	OVCAR-3	1710STDY5035312	urogenital_system	3.9218
910904	SCC-4	1710STDY5035544	aero_dig_tract	5.4188
753583	LB771-HNC	1710STDY5035554	aero_dig_tract	2.7640
909698	RKO	1710STDY5035344	large_intestine	2.9303
1240154	IHH-4	CGP_CCL5055235	thyroid	6.7386
946368	D-263MG	1710STDY5035124	nervous_system	5.6722
907299	G-401	1710STDY5035419	kidney	3.3528
909249	OPM-2	CGP_CCL5103830	myeloma	3.5763
910907	SW1990	1710STDY5035483	pancreas	6.2842
907270	JVM-3	1710STDY5034931	lymphoma	8.1965
1331050	WSU-DLCL2	CGP_CCL5306170	lymphoma	2.8142
749710	HCC1143	CGP_CCL5369300	breast	6.5143
753585	LB996-RCC	1710STDY5035405	kidney	6.6108
1303896	GA-10	1710STDY5034954	lymphoma	3.5918
724866	NCI-H1355	1710STDY5034585	lung_NSCLC	3.2528
907792	LS-123	1710STDY5035339	large_intestine	2.7660
687980	COR-L311	CGP_CCL5369280	lung_SCLC	2.9953
753623	TE-8	1710STDY5034835	aero_dig_tract	2.7095
906828	CAL-62	CGP_CCL5055238	thyroid	7.3027
1303900	HCC1500	1710STDY5035271	breast	2.8788
906834	D-283MED	1710STDY5035123	nervous_system	2.6501
906861	ETK-1	CGP_CCL5055361	digestive_system	6.1520
1303897	GRANTA-519	CGP_CCL5306250	lymphoma	7.2049
925343	MFH-ino	CGP_CCL5055185	soft_tissue	8.1925
688031	NCI-H82	1710STDY5034662	lung_SCLC	2.9107
1240201	PA-TU-8988T	1710STDY5035487	pancreas	2.9302
906852	EFO-27	1710STDY5035294	urogenital_system	3.1344
910548	OAW-42	1710STDY5035299	urogenital_system	8.0374
908447	NH-12	1710STDY5035416	neuroblastoma	3.2104
907318	KYSE-180	1710STDY5034831	aero_dig_tract	3.3349
724859	Calu-6	1710STDY5034566	lung_NSCLC	3.5021
722058	NCI-H1734	1710STDY5034712	lung_NSCLC	7.7509
1240179	MS751	CGP_CCL5055164	urogenital_system	6.4159
909976.1	KM-H2	CGP_CCL5103819	lymphoma	3.0878
909721	SK-LU-1	1710STDY5034682	lung_NSCLC	7.7627
1330975	NCI-H660	CGP_CCL5369326	urogenital_system	2.9213
1330964	NCI-H1341	CGP_CCL5306267	lung_SCLC	6.8390
1240197	OV-90	CGP_CCL5306188	urogenital_system	6.2220
1298350	NCI-H1781	1710STDY5034653	lung_NSCLC	8.5155
1240204	PCI-15A	1710STDY5035531	aero_dig_tract	7.2358
1479988	Hey	CGP_CCL5306206	urogenital_system	7.1282
910919	BC-1	1710STDY5034913	lymphoma	3.9369
713869	VMRC-LCD	CGP_CCL5306257	lung_NSCLC	2.7772
1290722	ASH-3	CGP_CCL5228716	thyroid	4.6711
907044	HC-1	CGP_CCL5228714	leukemia	7.1971
1299061	STS-0421	CGP_CCL5468651	soft_tissue	5.2754
1503368	KYAE-1	CGP_CCL5228731	aero_dig_tract	3.0445
1330973	NCI-H2066	CGP_CCL5228710	lung_SCLC	2.9544
908135	MHH-NB-11	CGP_CCL5055109	neuroblastoma	2.8100
971773	RH-1	CGP_CCL5055341	soft_tissue	8.6237
753566	J82	CGP_CCL5055214	urogenital_system	7.6903
1503371	TE-4	CGP_CCL5103695	aero_dig_tract	3.6099
906820	CHP-212	CGP_CCL5055124	neuroblastoma	2.6467
946361	LCLC-97TM1	1710STDY5034725	lung_NSCLC	6.7132
905975	M14	1710STDY5035155	skin	6.0185
906869	GCIY	1710STDY5035588	digestive_system	3.3238
687983	DMS-114	CGP_CCL5228682	lung_SCLC	4.9074
1240129	FU-OV-1	1710STDY5035309	urogenital_system	5.8348
1331025	ROS-50	CGP_CCL5306259	leukemia	5.5163
753589	LU-165	1710STDY5034581	lung_SCLC	6.2666
1299052	SCC90	CGP_CCL5468630	aero_dig_tract	3.3119
946360	OAW-28	1710STDY5035298	urogenital_system	6.8535
905962	SW620	1710STDY5035347	large_intestine	3.1624
946355	TE-6	1710STDY5034836	aero_dig_tract	3.0462
724831	NCI-H1299	1710STDY5034584	lung_NSCLC	2.9913
724828	SK-N-AS	CGP_CCL5055110	neuroblastoma	3.2593
1240212	SISO	CGP_CCL5055163	urogenital_system	7.8960
910779	IA-LM	1710STDY5034671	lung_NSCLC	4.4919
1330942	ME-1	CGP_CCL5306251	leukemia	7.4868
907268	JiyoyeP-2003	1710STDY5034908	lymphoma	3.6025
909785	WSU-NHL	1710STDY5034886	lymphoma	4.9355
907047	HCC1806	1710STDY5035243	breast	6.0803
949157	ES6	CGP_CCL5306158	bone	6.7268
1503367	ESO51	CGP_CCL5228718	aero_dig_tract	2.9474
908130	MFE-296	CGP_CCL5369335	urogenital_system	7.6772
1240121	BICR22	1710STDY5035533	aero_dig_tract	6.7544
687506	C-4-I	CGP_CCL5306244	urogenital_system	5.5541
1240122	BICR78	1710STDY5035534	aero_dig_tract	6.0644
1330931	KCL-22	CGP_CCL5306216	leukemia	3.1935
1240181	NB(TU)1-10	CGP_CCL5369272	neuroblastoma	2.6933
906695	BONNA-12	1710STDY5034890	leukemia	4.6861
908443	NCI-H520	1710STDY5034609	lung_NSCLC	6.1644
688014	NCI-H2141	CGP_CCL5369299	lung_SCLC	4.5813
907285	HuP-T3	1710STDY5035478	pancreas	3.2963
749716	HCC2218	1710STDY5035277	breast	3.2366
909747	SW1417	1710STDY5035350	large_intestine	2.7279
907291	GP5d	1710STDY5035334	large_intestine	2.6254
909748	SW1463	1710STDY5035364	large_intestine	3.2030
1330972	NCI-H1876	CGP_CCL5103694	lung_SCLC	8.1543
924187	KLE	CGP_CCL5055280	urogenital_system	2.9638
753605	NCI-H510A	1710STDY5034635	lung_SCLC	2.8382
910851	A427	CGP_CCL5228726	lung_NSCLC	3.0332
924108	CaR-1	CGP_CCL5103703	large_intestine	6.4314
749713	HCC1599	1710STDY5035259	breast	6.8380
924248	TE-441-T	CGP_CCL5055340	soft_tissue	3.4345
688025	NCI-H526	1710STDY5034663	lung_SCLC	6.8327
909253	P31-FUJ	1710STDY5034874	leukemia	6.6669
949177	NB13	CGP_CCL5055257	neuroblastoma	2.9848
906795	8305C	CGP_CCL5055241	thyroid	5.9728
924102	8505C	CGP_CCL5055225	thyroid	7.1536
906846	EB2	1710STDY5034906	lymphoma	7.7734
1659817	KMS-11	CGP_CCL5468636	myeloma	3.5954
753554	EBC-1	1710STDY5034651	lung_NSCLC	6.0949
924151	HTC-C3	CGP_CCL5055237	thyroid	2.8209
910401	Ramos-2G6-4C10	1710STDY5034941	lymphoma	2.8811
907068	HT-3	CGP_CCL5055167	urogenital_system	7.0856
1240128	ES-2	1710STDY5035310	urogenital_system	7.2664
753531	BB30-HNC	1710STDY5035555	aero_dig_tract	7.2569
909712	SF126	CGP_CCL5103732	nervous_system	6.3773
906832	DB	CGP_CCL5103693	lymphoma	2.9466
753582	LB647-SCLC	1710STDY5034576	lung_SCLC	3.0101
1240141	H513	1710STDY5034654	lung	6.3099
907278	KG-1	1710STDY5034855	leukemia	8.1484
1240223	TT2609-C02	CGP_CCL5055234	thyroid	6.8482
908129	MFE-280	CGP_CCL5055274	urogenital_system	3.1402
1298216	KP-1N	1710STDY5035498	pancreas	6.6580
905986	SF268	1710STDY5035112	nervous_system	8.3138
1290906	HCC202	1710STDY5035261	breast	2.9063
906855	EM-2	CGP_CCL5103725	leukemia	8.7007
1240178	ML-1	CGP_CCL5103728	thyroid	7.2271
930299	TT	CGP_CCL5306318	thyroid	2.7965
1240192	NCI-H841	CGP_CCL5228704	lung_SCLC	3.4443
1295741	AMO-1	CGP_CCL5306150	myeloma	2.9842
1240153	IGR-37	1710STDY5035177	skin	5.2644
753540	CAL-12T	1710STDY5034713	lung_NSCLC	2.9510
722066	NCI-H650	1710STDY5034681	lung_NSCLC	6.2173
753552	DSH1	CGP_CCL5055205	urogenital_system	5.4712
1240207	PE/CA-PJ15	1710STDY5035530	aero_dig_tract	6.9356
924239	L-363	1710STDY5034861	myeloma	2.9032
687562	8-MG-BA	1710STDY5035135	nervous_system	7.9748
1480364	OVCA420	CGP_CCL5306293	urogenital_system	3.0077
907290	H-EMC-SS	CGP_CCL5103691	bone	6.4988
909256	OCUB-M	1710STDY5035253	breast	2.7801
687448	COLO-829	1710STDY5035173	skin	6.8660
906765	ARH-77	1710STDY5034903	myeloma	7.3774
1298223	LC-1-sq	CGP_CCL5369273	lung_NSCLC	3.1039
946357	TC-YIK	CGP_CCL5055159	urogenital_system	6.2906
909262	Raji	1710STDY5034958	lymphoma	5.6875
1479995	JHOS-2	CGP_CCL5306299	urogenital_system	6.2776
906847	EB-3	1710STDY5034907	lymphoma	4.4951
905945	T47D	1710STDY5035254	breast	4.4072
946372	D-423MG	CGP_CCL5369337	nervous_system	7.7626
1299059	SKN-3	CGP_CCL5306152	aero_dig_tract	6.3466
1322213	COR-L321	CGP_CCL5306275	lung	2.8490
908142	MLMA	CGP_CCL5391667	leukemia	3.0678
1298348	NCI-H1568	1710STDY5034721	lung_NSCLC	6.6576
907786	LC-2-ad	1710STDY5034578	lung_NSCLC	7.9272
